ID_GRUPO,ID_CURSO_ACADEMICO,ID_ASIGNATURA,ID_TIPO_DOCENCIA,ID_COD_GRUPO,ID_PERIODO_DOCENTE,IND_ALUMNOS_GRUPO_PREV,IND_ALUMNOS_GRUPO_REAL,IND_HORAS_PREVISTAS
2024-0-110-101329-54-3,2024,101329,54,3,1,0,44,49.5
2024-0-107-103261-70-6,2024,103261,70,6,1,12,11,1.0
2024-0-110-101393-56-2,2024,101393,56,2,1,0,19,22.25
2024-0-110-103559-55-1,2024,103559,55,1,1,0,22,49.5
2024-0-110-101406-54-90,2024,101406,54,90,1,0,0,21.0
2024-0-110-101425-54-90,2024,101425,54,90,1,0,0,21.0
2024-0-101-100333-1-1,2024,100333,1,1,1,60,64,33.33
2024-0-101-100334-54-1,2024,100334,54,1,1,58,51,16.67
2024-0-113-101911-1-53,2024,101911,1,53,1,54,52,31.0
2024-0-102-102946-55-116,2024,102946,55,116,1,20,14,7.0
2024-0-103-43435-69-91,2024,43435,69,91,1,0,0,21.0
2024-0-102-106708-73-724,2024,106708,73,724,0,0,1,68.0
2024-0-102-106712-73-7057,2024,106712,73,7057,0,0,1,54.0
2024-0-102-106688-55-101,2024,106688,55,101,1,19,17,3.0
2024-0-114-102103-54-501,2024,102103,54,501,1,59,59,17.0
2024-0-114-102112-55-101,2024,102112,55,101,1,64,76,4.0
2024-0-114-102113-54-101,2024,102113,54,101,1,27,29,17.0
2024-0-114-102115-1-20,2024,102115,1,20,1,87,83,32.5
2024-0-115-102709-55-314,2024,102709,55,314,1,21,22,18.0
2024-0-103-100099-56-1,2024,100099,56,1,1,30,28,60.0
2024-0-115-44760-1-10,2024,44760,1,10,1,22,21,30.0
2024-0-115-104526-71-613,2024,104526,71,613,1,16,0,12.0
2024-0-103-106777-1-1,2024,106777,1,1,1,0,0,21.0
2024-0-115-102425-54-212,2024,102425,54,212,1,34,0,15.0
2024-0-111-102069-1-21,2024,102069,1,21,1,70,61,15.0
2024-0-111-102073-56-211,2024,102073,56,211,1,35,33,25.0
2024-0-113-107543-56-712,2024,107543,56,712,1,32,34,4.0
2024-0-103-106780-55-242,2024,106780,55,242,1,0,0,21.0
2024-0-114-102308-54-1,2024,102308,54,1,1,82,79,13.0
2024-0-114-102366-54-521,2024,102366,54,521,1,42,49,17.0
2024-0-114-102352-1-4,2024,102352,1,4,1,94,0,32.5
2024-0-107-102640-80-3,2024,102640,80,3,1,9,9,4.0
2024-0-102-106921-1-301,2024,106921,1,301,1,0,107,21.0
2024-0-106-100446-1-1,2024,100446,1,1,1,41,33,19.5
2024-0-109-102592-1-1,2024,102592,1,1,1,103,0,21.0
2024-0-107-103539-55-2,2024,103539,55,2,1,19,19,7.0
2024-0-110-101522-54-1,2024,101522,54,1,1,0,35,21.2
2024-0-105-104775-55-72,2024,104775,55,72,1,27,26,33.0
2024-0-102-102927-73-765,2024,102927,73,765,0,0,0,14.0
2024-0-102-106726-73-2101,2024,106726,73,2101,0,0,1,15.0
2024-0-110-101541-1-1,2024,101541,1,1,1,0,69,49.5
2024-0-102-106720-55-104,2024,106720,55,104,1,20,20,9.0
2024-0-102-106720-55-111,2024,106720,55,111,1,20,18,9.0
2024-0-102-106703-75-663,2024,106703,75,663,1,11,8,3.0
2024-0-102-103451-1-401,2024,103451,1,401,1,69,0,3.0
2024-0-102-103592-1-101,2024,103592,1,101,1,124,140,37.0
2024-0-102-102936-1-501,2024,102936,1,501,0,57,70,58.0
2024-0-102-106098-1-101,2024,106098,1,101,0,85,101,50.0
2024-0-106-103499-1-1,2024,103499,1,1,1,67,83,19.5
2024-0-106-103499-95-12,2024,103499,95,12,1,33,41,19.5
2024-0-106-103500-54-2,2024,103500,54,2,1,60,55,22.5
2024-0-109-102573-54-11,2024,102573,54,11,1,49,39,24.0
2024-0-109-102573-56-213,2024,102573,56,213,1,24,22,12.0
2024-0-107-102616-97-22,2024,102616,97,22,0,5,4,15.0
2024-0-107-102665-55-3,2024,102665,55,3,0,20,23,12.0
2024-0-107-104671-76-6,2024,104671,76,6,0,5,5,8.0
2024-0-107-102661-74-2,2024,102661,74,2,1,9,0,4.0
2024-0-107-102625-79-9,2024,102625,79,9,1,9,9,2.0
2024-0-107-103239-1-1,2024,103239,1,1,1,63,70,32.0
2024-0-107-103240-1-1,2024,103240,1,1,1,74,72,22.0
2024-0-107-103245-55-2,2024,103245,55,2,1,15,17,20.0
2024-0-111-106075-69-1,2024,106075,69,1,0,0,19,21.0
2024-0-111-44297-1-3,2024,44297,1,3,0,0,0,21.0
2024-0-107-103539-56-3,2024,103539,56,3,1,19,18,4.0
2024-0-111-102085-69-71,2024,102085,69,71,1,0,95,21.0
2024-0-102-106709-73-711,2024,106709,73,711,0,0,1,68.0
2024-0-102-106709-73-719,2024,106709,73,719,0,0,0,68.0
2024-0-103-102801-69-141,2024,102801,69,141,1,0,40,21.0
2024-0-101-106285-1-1,2024,106285,1,1,1,51,50,33.33
2024-0-101-107227-1-1,2024,107227,1,1,1,68,50,33.33
2024-0-106-100472-95-13,2024,100472,95,13,1,31,32,39.0
2024-0-106-100475-95-11,2024,100475,95,11,1,31,33,19.5
2024-0-106-100480-54-51,2024,100480,54,51,1,61,54,22.5
2024-0-106-102255-1-2,2024,102255,1,2,1,96,67,11.25
2024-0-106-102259-1-1,2024,102259,1,1,1,106,100,43.5
2024-0-109-102546-55-113,2024,102546,55,113,1,21,18,4.0
2024-0-101-100551-1-1,2024,100551,1,1,1,59,51,33.33
2024-0-101-104245-60-12,2024,104245,60,12,1,24,28,8.33
2024-0-101-104254-55-11,2024,104254,55,11,1,26,20,16.67
2024-0-101-104254-1-1,2024,104254,1,1,1,51,39,33.33
2024-0-101-100617-1-1,2024,100617,1,1,1,21,0,21.0
2024-0-101-104092-68-70,2024,104092,68,70,1,0,0,125.0
2024-0-108-101144-1-90,2024,101144,1,90,1,0,0,21.0
2024-0-107-43529-1-1,2024,43529,1,1,1,14,0,5.0
2024-0-106-100454-1-15,2024,100454,1,15,1,0,0,21.0
2024-0-106-100464-1-15,2024,100464,1,15,1,0,0,21.0
2024-0-106-102251-95-52,2024,102251,95,52,1,28,29,44.0
2024-0-109-102541-56-111,2024,102541,56,111,1,20,17,12.0
2024-0-103-106427-69-231,2024,106427,69,231,1,0,0,21.0
2024-0-108-106742-54-1,2024,106742,54,1,1,52,52,19.5
2024-0-105-104787-55-71,2024,104787,55,71,1,30,30,33.0
2024-0-105-43963-1-60,2024,43963,1,60,1,6,18,37.5
2024-0-105-104995-1-1,2024,104995,1,1,1,0,0,21.0
2024-0-102-106708-73-7044,2024,106708,73,7044,0,0,0,68.0
2024-0-102-106708-73-231,2024,106708,73,231,0,85,1,68.0
2024-0-101-100406-54-2,2024,100406,54,2,1,37,0,21.0
2024-0-101-100409-54-1,2024,100409,54,1,1,52,0,21.0
2024-0-101-100699-1-1,2024,100699,1,1,1,30,0,21.0
2024-0-101-106091-54-1,2024,106091,54,1,1,49,0,21.0
2024-0-101-106187-54-50,2024,106187,54,50,1,77,72,16.67
2024-0-101-106289-54-4,2024,106289,54,4,1,51,35,50.0
2024-0-101-100271-1-10,2024,100271,1,10,1,63,0,21.0
2024-0-102-103621-1-301,2024,103621,1,301,0,0,0,21.0
2024-0-103-103308-55-2,2024,103308,55,2,1,0,0,21.0
2024-0-108-101151-56-1,2024,101151,56,1,1,42,42,15.0
2024-0-114-103956-54-1,2024,103956,54,1,1,34,0,21.0
2024-0-113-100836-56-241,2024,100836,56,241,1,18,21,3.0
2024-0-102-102946-55-103,2024,102946,55,103,1,20,17,7.0
2024-0-110-103691-56-1,2024,103691,56,1,1,0,32,30.0
2024-0-101-104212-1-90,2024,104212,1,90,1,0,0,21.0
2024-0-101-104220-54-1,2024,104220,54,1,1,8,5,16.67
2024-0-106-102292-95-22,2024,102292,95,22,1,35,28,21.5
2024-0-106-102293-54-51,2024,102293,54,51,1,44,42,22.0
2024-0-106-102300-1-3,2024,102300,1,3,1,87,83,24.0
2024-0-106-100436-1-1,2024,100436,1,1,1,86,88,19.5
2024-0-109-102580-55-114,2024,102580,55,114,1,20,20,4.0
2024-0-107-102624-54-2,2024,102624,54,2,1,36,44,2.5
2024-0-107-102682-56-1,2024,102682,56,1,0,18,20,15.0
2024-0-105-104745-55-61,2024,104745,55,61,1,14,21,33.0
2024-0-105-104749-55-61,2024,104749,55,61,1,23,21,33.0
2024-0-103-104051-61-61,2024,104051,61,61,1,0,12,300.0
2024-0-111-102015-69-62,2024,102015,69,62,0,0,72,21.0
2024-0-101-103315-1-10,2024,103315,1,10,1,0,0,21.0
2024-0-102-102973-58-301,2024,102973,58,301,1,11,14,5.5
2024-0-113-101962-1-64,2024,101962,1,64,1,0,25,21.0
2024-0-102-103599-1-301,2024,103599,1,301,1,11,16,10.0
2024-0-114-102131-54-101,2024,102131,54,101,1,66,71,17.0
2024-0-114-102132-54-101,2024,102132,54,101,1,32,38,17.0
2024-0-113-100824-71-242,2024,100824,71,242,1,7,16,4.0
2024-0-109-102571-54-22,2024,102571,54,22,1,43,41,18.0
2024-0-109-102572-54-11,2024,102572,54,11,1,40,41,20.0
2024-0-107-102613-56-3,2024,102613,56,3,1,22,18,1.0
2024-0-107-102615-1-1,2024,102615,1,1,1,74,89,49.0
2024-0-107-104670-76-6,2024,104670,76,6,0,5,5,8.0
2024-0-107-103228-1-1,2024,103228,1,1,0,55,59,5.0
2024-0-107-103238-55-1,2024,103238,55,1,1,17,17,15.0
2024-0-106-102252-1-515,2024,102252,1,515,1,0,0,21.0
2024-0-109-45424-1-1,2024,45424,1,1,1,17,16,30.0
2024-0-101-100290-1-90,2024,100290,1,90,1,0,0,21.0
2024-0-101-100726-1-1,2024,100726,1,1,1,18,3,8.33
2024-0-101-100737-60-12,2024,100737,60,12,1,15,12,8.33
2024-0-108-104636-56-1,2024,104636,56,1,1,64,0,20.0
2024-0-108-104642-1-1,2024,104642,1,1,1,35,0,30.0
2024-0-105-104766-1-7,2024,104766,1,7,1,72,66,15.0
2024-0-105-104770-1-7,2024,104770,1,7,1,58,59,15.0
2024-0-102-102927-73-740,2024,102927,73,740,0,0,1,14.0
2024-0-102-102927-73-745,2024,102927,73,745,0,0,1,14.0
2024-0-113-100829-60-211,2024,100829,60,211,1,18,17,56.0
2024-0-113-101011-1-73,2024,101011,1,73,1,53,54,15.0
2024-0-102-102938-56-502,2024,102938,56,502,0,21,18,8.0
2024-0-101-100263-54-90,2024,100263,54,90,1,0,0,21.0
2024-0-101-100293-54-901,2024,100293,54,901,1,0,0,21.0
2024-0-101-100293-54-902,2024,100293,54,902,1,0,0,21.0
2024-0-102-102933-58-302,2024,102933,58,302,0,20,19,10.0
2024-0-103-106790-71-1,2024,106790,71,1,1,0,0,21.0
2024-0-110-101535-54-1,2024,101535,54,1,1,0,25,49.5
2024-0-101-100048-1-2,2024,100048,1,2,1,22,25,16.67
2024-0-102-103593-56-118,2024,103593,56,118,1,19,18,7.0
2024-0-101-103310-81-2,2024,103310,81,2,1,0,2,150.0
2024-0-114-102183-54-202,2024,102183,54,202,1,41,41,17.0
2024-0-114-102194-1-20,2024,102194,1,20,1,36,36,30.0
2024-0-114-102468-54-8,2024,102468,54,8,1,58,49,11.0
2024-0-107-103971-55-1,2024,103971,55,1,1,19,21,13.0
2024-0-101-100380-54-1,2024,100380,54,1,1,24,36,8.33
2024-0-101-104198-54-1,2024,104198,54,1,1,78,60,16.67
2024-0-101-104199-54-1,2024,104199,54,1,1,60,55,16.67
2024-0-101-104201-54-1,2024,104201,54,1,1,38,71,50.0
2024-0-101-104202-54-1,2024,104202,54,1,1,42,57,50.0
2024-0-101-106368-54-1,2024,106368,54,1,1,52,44,16.67
2024-0-101-106370-1-1,2024,106370,1,1,1,30,59,33.33
2024-0-101-100188-54-1,2024,100188,54,1,1,34,0,21.0
2024-0-106-44154-1-1,2024,44154,1,1,1,16,0,37.5
2024-0-106-102230-95-702,2024,102230,95,702,1,33,32,21.5
2024-0-105-104980-56-23,2024,104980,56,23,1,30,0,15.0
2024-0-102-102948-75-306,2024,102948,75,306,1,13,15,2.0
2024-0-101-101252-54-90,2024,101252,54,90,1,0,0,21.0
2024-0-105-103045-1-4,2024,103045,1,4,1,0,0,21.0
2024-0-102-102962-1-103,2024,102962,1,103,0,94,94,31.0
2024-0-102-42361-58-101,2024,42361,58,101,1,6,8,4.0
2024-0-101-106372-1-2,2024,106372,1,2,1,45,36,25.0
2024-0-109-102569-72-213,2024,102569,72,213,1,16,16,26.0
2024-0-109-102570-55-511,2024,102570,55,511,1,20,12,26.0
2024-0-109-102570-1-2,2024,102570,1,2,1,80,82,18.0
2024-0-109-102570-55-113,2024,102570,55,113,1,20,18,26.0
2024-0-111-102018-61-23,2024,102018,61,23,0,0,7,150.0
2024-0-109-102580-54-41,2024,102580,54,41,1,39,38,12.0
2024-0-107-102623-97-16,2024,102623,97,16,1,5,5,16.0
2024-0-107-102623-97-20,2024,102623,97,20,1,5,5,16.0
2024-0-107-102623-80-7,2024,102623,80,7,1,9,11,9.0
2024-0-107-102677-55-6,2024,102677,55,6,1,22,19,12.5
2024-0-107-102681-97-2,2024,102681,97,2,0,5,5,5.0
2024-0-109-102550-72-111,2024,102550,72,111,0,15,0,40.0
2024-0-102-106117-69-301,2024,106117,69,301,0,0,72,21.0
2024-0-101-100741-60-13,2024,100741,60,13,1,17,0,21.0
2024-0-101-106223-54-1,2024,106223,54,1,1,35,32,16.67
2024-0-101-106393-1-1,2024,106393,1,1,1,41,48,41.67
2024-0-106-100459-1-1,2024,100459,1,1,1,69,68,19.5
2024-0-109-102592-56-313,2024,102592,56,313,1,26,0,16.0
2024-0-102-102927-73-717,2024,102927,73,717,0,0,1,14.0
2024-0-109-102572-69-1,2024,102572,69,1,1,0,381,21.0
2024-0-102-103611-73-209,2024,103611,73,209,1,16,1,15.0
2024-0-108-101128-1-1,2024,101128,1,1,1,43,40,38.0
2024-0-108-101133-56-51,2024,101133,56,51,1,38,34,15.0
2024-0-111-103701-81-21,2024,103701,81,21,0,0,66,300.0
2024-0-111-102065-81-31,2024,102065,81,31,1,0,64,150.0
2024-0-105-104724-55-61,2024,104724,55,61,1,30,31,33.0
2024-0-105-104728-54-61,2024,104728,54,61,0,71,80,18.0
2024-0-102-102955-1-101,2024,102955,1,101,0,165,152,27.0
2024-0-102-102979-55-204,2024,102979,55,204,1,18,14,16.0
2024-0-114-102454-54-88,2024,102454,54,88,1,0,0,21.0
2024-0-114-102150-55-201,2024,102150,55,201,1,31,28,10.0
2024-0-114-102154-54-202,2024,102154,54,202,1,49,43,10.0
2024-0-114-102387-54-2,2024,102387,54,2,1,97,82,15.0
2024-0-114-102387-55-4,2024,102387,55,4,1,69,72,2.0
2024-0-113-42399-55-1,2024,42399,55,1,1,10,9,29.0
2024-0-113-42886-54-1,2024,42886,54,1,0,15,13,15.0
2024-0-113-100827-55-233,2024,100827,55,233,1,20,23,9.0
2024-0-107-104667-76-5,2024,104667,76,5,1,5,5,8.0
2024-0-107-104667-76-10,2024,104667,76,10,1,5,5,8.0
2024-0-102-106696-56-623,2024,106696,56,623,1,21,18,2.0
2024-0-102-102927-58-306,2024,102927,58,306,0,21,18,7.0
2024-0-101-100025-1-1,2024,100025,1,1,1,37,43,33.33
2024-0-101-100406-54-1,2024,100406,54,1,1,38,0,21.0
2024-0-114-102258-1-1,2024,102258,1,1,1,67,0,21.0
2024-0-113-100837-60-223,2024,100837,60,223,1,23,19,5.0
2024-0-113-100842-71-233,2024,100842,71,233,1,20,22,5.0
2024-0-113-101898-56-521,2024,101898,56,521,1,30,27,8.0
2024-0-102-102948-73-717,2024,102948,73,717,0,0,1,10.0
2024-0-102-106708-73-708,2024,106708,73,708,0,0,1,68.0
2024-0-102-106708-73-721,2024,106708,73,721,0,0,1,68.0
2024-0-102-106119-56-107,2024,106119,56,107,1,18,12,19.5
2024-0-102-106106-56-109,2024,106106,56,109,1,20,20,18.0
2024-0-103-106082-1-7,2024,106082,1,7,1,0,0,21.0
2024-0-103-106169-55-1,2024,106169,55,1,1,10,16,10.0
2024-0-115-102743-54-451,2024,102743,54,451,1,38,33,50.0
2024-0-115-103814-56-22,2024,103814,56,22,1,24,22,5.0
2024-0-115-101757-54-10,2024,101757,54,10,1,37,35,15.0
2024-0-115-102403-56-211,2024,102403,56,211,1,62,12,5.0
2024-0-115-104526-71-612,2024,104526,71,612,1,16,0,12.0
2024-0-111-102061-1-31,2024,102061,1,31,1,72,70,15.0
2024-0-111-102068-56-413,2024,102068,56,413,1,18,24,15.0
2024-0-102-106115-69-301,2024,106115,69,301,1,0,77,21.0
2024-0-113-100913-1-34,2024,100913,1,34,1,0,0,21.0
2024-0-102-102946-55-114,2024,102946,55,114,1,20,14,7.0
2024-0-113-100992-1-74,2024,100992,1,74,1,0,0,21.0
2024-0-102-106695-75-503,2024,106695,75,503,1,17,15,5.0
2024-0-101-106234-54-20,2024,106234,54,20,1,0,25,16.67
2024-0-102-106716-73-5101,2024,106716,73,5101,0,0,1,75.0
2024-0-102-103469-58-401,2024,103469,58,401,1,72,0,1.0
2024-0-102-106097-1-101,2024,106097,1,101,1,85,90,13.0
2024-0-102-106099-56-111,2024,106099,56,111,1,20,25,25.0
2024-0-102-106096-55-111,2024,106096,55,111,1,24,26,8.0
2024-0-102-102976-1-201,2024,102976,1,201,1,37,36,46.0
2024-0-114-102261-1-1,2024,102261,1,1,1,50,0,21.0
2024-0-114-102292-1-70,2024,102292,1,70,1,72,0,21.0
2024-0-114-102302-55-8,2024,102302,55,8,1,40,37,2.0
2024-0-114-102096-54-101,2024,102096,54,101,1,102,100,17.0
2024-0-113-100784-55-122,2024,100784,55,122,1,18,17,14.0
2024-0-113-100944-54-412,2024,100944,54,412,1,41,42,8.0
2024-0-114-41832-55-1,2024,41832,55,1,1,17,4,12.5
2024-0-102-106716-73-530,2024,106716,73,530,0,71,1,75.0
2024-0-102-106716-73-524,2024,106716,73,524,0,71,1,75.0
2024-0-114-102280-54-2,2024,102280,54,2,1,54,0,22.0
2024-0-600-69501-67-455,2024,69501,67,455,0,0,0,21.0
2024-0-600-69501-67-2634,2024,69501,67,2634,0,0,0,21.0
2024-0-102-106707-1-301,2024,106707,1,301,0,0,103,21.0
2024-0-102-106710-73-701,2024,106710,73,701,0,0,1,68.0
2024-0-600-69502-67-409,2024,69502,67,409,0,0,0,21.0
2024-0-115-102683-55-320,2024,102683,55,320,1,20,18,30.0
2024-0-115-102685-55-314,2024,102685,55,314,1,20,19,12.0
2024-0-102-106113-1-501,2024,106113,1,501,1,0,48,21.0
2024-0-109-106401-72-315,2024,106401,72,315,0,15,10,40.0
2024-0-109-106401-72-112,2024,106401,72,112,0,15,13,40.0
2024-0-105-107549-56-41,2024,107549,56,41,1,26,28,15.0
2024-0-101-106267-1-20,2024,106267,1,20,1,0,1,50.0
2024-0-102-106708-73-251,2024,106708,73,251,0,85,1,68.0
2024-0-108-101104-1-51,2024,101104,1,51,0,43,43,60.0
2024-0-113-101912-69-531,2024,101912,69,531,1,0,63,21.0
2024-0-113-101940-69-641,2024,101940,69,641,1,0,0,21.0
2024-0-113-101942-69-631,2024,101942,69,631,1,0,52,21.0
2024-0-105-103068-81-3,2024,103068,81,3,1,0,0,21.0
2024-0-105-103068-81-21,2024,103068,81,21,1,0,0,21.0
2024-0-102-102904-1-301,2024,102904,1,301,1,29,29,1.0
2024-0-102-104100-1-301,2024,104100,1,301,1,11,0,10.0
2024-0-111-102089-69-21,2024,102089,69,21,1,0,68,21.0
2024-0-114-104651-54-511,2024,104651,54,511,1,0,0,21.0
2024-0-114-102169-55-201,2024,102169,55,201,1,30,17,15.0
2024-0-113-101971-56-632,2024,101971,56,632,1,27,27,15.0
2024-0-113-101974-56-641,2024,101974,56,641,1,28,27,2.0
2024-0-103-102503-54-2,2024,102503,54,2,1,53,50,10.0
2024-0-103-102503-55-6,2024,102503,55,6,1,24,24,20.0
2024-0-103-102505-54-1,2024,102505,54,1,0,99,112,20.0
2024-0-115-102724-1-320,2024,102724,1,320,1,28,24,26.0
2024-0-115-103798-1-51,2024,103798,1,51,1,0,43,30.0
2024-0-111-101634-56-213,2024,101634,56,213,1,27,27,15.0
2024-0-111-101639-1-4,2024,101639,1,4,1,24,25,38.0
2024-0-111-103700-1-71,2024,103700,1,71,0,83,85,5.0
2024-0-111-103700-56-412,2024,103700,56,412,0,27,28,40.0
2024-0-111-102076-69-71,2024,102076,69,71,1,0,78,21.0
2024-0-102-106113-72-305,2024,106113,72,305,1,14,13,30.0
2024-0-102-44424-1-101,2024,44424,1,101,0,9,10,5.0
2024-0-102-106728-1-104,2024,106728,1,104,1,96,81,21.0
2024-0-115-103800-54-312,2024,103800,54,312,1,31,34,15.0
2024-0-103-106779-60-2,2024,106779,60,2,1,21,19,9.0
2024-0-103-106781-56-1,2024,106781,56,1,1,42,39,12.0
2024-0-108-101110-54-51,2024,101110,54,51,1,0,35,19.5
2024-0-102-106708-73-229,2024,106708,73,229,0,85,1,68.0
2024-0-103-100158-55-2,2024,100158,55,2,1,15,17,30.0
2024-0-109-106401-1-2,2024,106401,1,2,0,0,86,21.0
2024-0-103-106757-69-112,2024,106757,69,112,1,0,89,21.0
2024-0-103-101055-55-1,2024,101055,55,1,1,19,22,20.0
2024-0-111-102007-69-62,2024,102007,69,62,1,0,83,21.0
2024-0-103-105033-69-912,2024,105033,69,912,1,0,194,21.0
2024-0-102-102935-69-301,2024,102935,69,301,0,0,109,21.0
2024-0-111-44243-68-101,2024,44243,68,101,1,0,0,21.0
2024-0-103-42860-69-32,2024,42860,69,32,1,0,17,21.0
2024-0-111-102026-69-90,2024,102026,69,90,1,0,38,21.0
2024-0-103-102511-56-1,2024,102511,56,1,1,71,70,2.0
2024-0-115-102769-54-412,2024,102769,54,412,1,37,38,12.0
2024-0-115-106040-56-212,2024,106040,56,212,0,51,49,7.0
2024-0-111-101644-56-102,2024,101644,56,102,0,38,39,36.0
2024-0-111-101655-56-212,2024,101655,56,212,0,40,39,17.0
2024-0-103-106763-54-2,2024,106763,54,2,1,38,24,10.0
2024-0-103-106764-71-3,2024,106764,71,3,1,19,12,26.0
2024-0-103-106767-54-1,2024,106767,54,1,1,38,34,14.0
2024-0-103-106767-54-2,2024,106767,54,2,1,38,34,14.0
2024-0-102-106106-1-101,2024,106106,1,101,1,81,77,27.5
2024-0-102-106106-56-102,2024,106106,56,102,1,20,19,18.0
2024-0-102-106106-56-110,2024,106106,56,110,1,20,20,18.0
2024-0-102-42551-1-101,2024,42551,1,101,1,0,1,21.0
2024-0-103-106071-60-1,2024,106071,60,1,1,10,26,6.0
2024-0-115-103803-1-43,2024,103803,1,43,1,65,68,26.0
2024-0-111-102051-56-413,2024,102051,56,413,1,18,17,18.0
2024-0-103-106799-88-2,2024,106799,88,2,1,33,34,8.0
2024-0-103-106800-54-1,2024,106800,54,1,1,38,35,14.0
2024-0-102-106689-55-117,2024,106689,55,117,1,18,15,3.0
2024-0-102-106707-73-718,2024,106707,73,718,0,0,1,68.0
2024-0-103-100173-54-1,2024,100173,54,1,1,35,19,16.0
2024-0-114-102345-54-2,2024,102345,54,2,1,89,84,17.0
2024-0-114-102355-1-60,2024,102355,1,60,1,66,72,32.5
2024-0-113-100926-55-424,2024,100926,55,424,1,18,18,43.0
2024-0-113-100930-55-443,2024,100930,55,443,1,20,5,12.0
2024-0-113-105062-55-641,2024,105062,55,641,1,18,17,15.0
2024-0-111-101662-69-2,2024,101662,69,2,1,0,78,21.0
2024-0-103-106802-54-2,2024,106802,54,2,1,37,34,10.0
2024-0-102-102933-58-502,2024,102933,58,502,0,24,23,10.0
2024-0-102-106713-73-726,2024,106713,73,726,0,0,1,54.0
2024-0-103-106173-1-61,2024,106173,1,61,1,69,0,21.0
2024-0-115-102772-56-412,2024,102772,56,412,1,20,18,5.0
2024-0-111-105045-56-611,2024,105045,56,611,0,25,26,30.0
2024-0-114-102226-54-1,2024,102226,54,1,1,38,0,21.0
2024-0-600-68000-67-472,2024,68000,67,472,0,0,0,21.0
2024-0-109-102538-1-5,2024,102538,1,5,1,23,28,24.0
2024-0-103-107513-81-3,2024,107513,81,3,1,0,0,300.0
2024-0-107-102628-54-2,2024,102628,54,2,1,47,45,12.0
2024-0-107-103249-88-1,2024,103249,88,1,0,38,37,44.0
2024-0-107-103250-54-2,2024,103250,54,2,1,39,42,15.0
2024-0-110-101300-54-1,2024,101300,54,1,1,0,0,21.0
2024-0-101-43021-1-1,2024,43021,1,1,1,13,13,37.5
2024-0-101-43022-63-1,2024,43022,63,1,1,40,44,375.0
2024-0-101-43142-1-1,2024,43142,1,1,1,8,6,56.25
2024-0-101-43293-68-1,2024,43293,68,1,1,30,0,125.0
2024-0-101-43299-1-2,2024,43299,1,2,1,4,0,31.25
2024-0-101-101280-61-1,2024,101280,61,1,1,42,52,150.0
2024-0-101-106282-1-2,2024,106282,1,2,1,47,40,33.33
2024-0-101-106282-1-4,2024,106282,1,4,1,51,41,33.33
2024-0-101-106284-1-2,2024,106284,1,2,1,61,48,33.33
2024-0-111-102047-61-37,2024,102047,61,37,0,0,1,150.0
2024-0-113-100749-69-141,2024,100749,69,141,1,0,18,21.0
2024-0-113-100764-69-141,2024,100764,69,141,1,0,0,21.0
2024-0-102-102928-58-302,2024,102928,58,302,1,19,19,3.0
2024-0-102-102928-58-304,2024,102928,58,304,1,19,19,3.0
2024-0-102-106693-56-305,2024,106693,56,305,0,20,18,7.0
2024-0-102-102937-75-662,2024,102937,75,662,0,10,11,2.0
2024-0-102-106715-1-602,2024,106715,1,602,0,0,2,21.0
2024-0-113-100834-69-221,2024,100834,69,221,1,0,63,21.0
2024-0-105-103054-61-1,2024,103054,61,1,0,78,67,300.0
2024-0-105-103069-56-41,2024,103069,56,41,1,39,44,33.0
2024-0-102-106705-74-204,2024,106705,74,204,0,12,7,20.0
2024-0-101-103371-1-1,2024,103371,1,1,1,3,10,41.67
2024-0-101-106297-1-1,2024,106297,1,1,1,70,61,33.33
2024-0-101-106303-1-1,2024,106303,1,1,1,38,27,41.67
2024-0-101-107231-1-1,2024,107231,1,1,1,33,23,16.67
2024-0-106-100492-1-51,2024,100492,1,51,1,32,40,22.5
2024-0-103-106805-69-811,2024,106805,69,811,1,0,72,21.0
2024-0-109-102607-55-112,2024,102607,55,112,1,23,22,4.0
2024-0-111-102018-61-56,2024,102018,61,56,0,0,1,150.0
2024-0-101-100218-1-2,2024,100218,1,2,1,70,79,33.33
2024-0-101-100584-54-1,2024,100584,54,1,1,69,0,21.0
2024-0-101-100584-1-1,2024,100584,1,1,1,69,0,21.0
2024-0-101-100587-54-2,2024,100587,54,2,1,50,34,16.67
2024-0-113-42945-69-1,2024,42945,69,1,1,0,12,21.0
2024-0-114-102097-1-80,2024,102097,1,80,1,0,0,21.0
2024-0-113-100812-69-211,2024,100812,69,211,1,0,67,21.0
2024-0-113-100821-69-241,2024,100821,69,241,1,0,55,21.0
2024-0-105-43403-1-30,2024,43403,1,30,1,19,17,56.25
2024-0-102-106715-73-325,2024,106715,73,325,0,126,1,105.0
2024-0-103-101040-69-520,2024,101040,69,520,0,0,60,21.0
2024-0-103-101034-69-532,2024,101034,69,532,1,0,24,21.0
2024-0-110-101380-54-1,2024,101380,54,1,1,0,30,74.25
2024-0-108-101077-1-528,2024,101077,1,528,0,0,0,21.0
2024-0-111-102019-81-64,2024,102019,81,64,0,0,4,300.0
2024-0-109-102547-1-3,2024,102547,1,3,1,81,85,28.5
2024-0-102-106713-73-505,2024,106713,73,505,0,67,1,54.0
2024-0-103-104383-1-1,2024,104383,1,1,1,46,47,36.0
2024-0-114-44274-1-30,2024,44274,1,30,1,13,0,31.25
2024-0-114-102339-54-1,2024,102339,54,1,1,48,35,17.0
