ID_GRUPO,ID_CURSO_ACADEMICO,ID_ASIGNATURA,ID_TIPO_DOCENCIA,ID_COD_GRUPO,ID_PERIODO_DOCENTE,IND_ALUMNOS_GRUPO_PREV,IND_ALUMNOS_GRUPO_REAL,IND_HORAS_PREVISTAS
2024-0-115-42850-1-1,2024,42850,1,1,1,13,23,30.0
2024-0-115-44661-63-1,2024,44661,63,1,1,18,16,300.0
2024-0-115-44757-55-1,2024,44757,55,1,1,17,18,15.0
2024-0-111-43201-1-1,2024,43201,1,1,1,9,11,36.0
2024-0-111-44311-1-1,2024,44311,1,1,0,15,15,97.5
2024-0-115-103816-54-11,2024,103816,54,11,1,34,35,8.0
2024-0-115-103816-55-21,2024,103816,55,21,1,23,23,12.0
2024-0-115-104339-54-811,2024,104339,54,811,1,31,35,18.0
2024-0-102-102937-73-727,2024,102937,73,727,0,0,1,18.0
2024-0-115-104529-55-611,2024,104529,55,611,1,21,0,12.0
2024-0-102-102937-73-730,2024,102937,73,730,0,0,1,18.0
2024-0-103-106791-54-1,2024,106791,54,1,1,0,0,21.0
2024-0-103-106776-69-142,2024,106776,69,142,1,0,0,21.0
2024-0-102-106699-73-201,2024,106699,73,201,0,65,76,20.0
2024-0-102-106102-56-108,2024,106102,56,108,1,19,21,4.0
2024-0-102-103491-58-402,2024,103491,58,402,1,32,0,2.0
2024-0-114-42781-55-30,2024,42781,55,30,1,17,11,20.25
2024-0-114-102307-55-512,2024,102307,55,512,1,32,12,17.0
2024-0-114-102308-55-512,2024,102308,55,512,1,31,31,4.0
2024-0-114-102366-1-52,2024,102366,1,52,1,83,97,32.5
2024-0-113-100797-55-133,2024,100797,55,133,1,17,18,12.0
2024-0-113-100960-1-7,2024,100960,1,7,1,0,0,21.0
2024-0-110-44473-1-1,2024,44473,1,1,1,0,0,21.0
2024-0-115-102791-55-432,2024,102791,55,432,1,18,20,12.0
2024-0-103-106416-55-112,2024,106416,55,112,1,0,0,21.0
2024-0-105-104981-81-12,2024,104981,81,12,1,0,32,300.0
2024-0-111-102030-1-70,2024,102030,1,70,1,0,0,21.0
2024-0-114-102477-54-511,2024,102477,54,511,1,0,0,21.0
2024-0-102-106728-56-116,2024,106728,56,116,1,23,15,8.0
2024-0-102-106728-55-117,2024,106728,55,117,1,23,15,6.0
2024-0-115-106601-61-71,2024,106601,61,71,1,0,2,300.0
2024-0-115-102701-61-330,2024,102701,61,330,1,0,0,300.0
2024-0-101-100208-1-87,2024,100208,1,87,1,0,0,21.0
2024-0-103-100138-54-1,2024,100138,54,1,1,61,64,14.0
2024-0-103-100094-69-621,2024,100094,69,621,1,0,100,21.0
2024-0-115-102718-61-320,2024,102718,61,320,1,0,0,300.0
2024-0-102-106707-73-747,2024,106707,73,747,0,0,1,68.0
2024-0-102-106707-73-756,2024,106707,73,756,0,0,1,68.0
2024-0-103-100184-54-1,2024,100184,54,1,1,16,14,12.0
2024-0-109-102601-1-4,2024,102601,1,4,1,0,86,13.5
2024-0-113-44044-56-1,2024,44044,56,1,1,24,0,2.0
2024-0-102-106692-74-685,2024,106692,74,685,0,12,8,1.0
2024-0-101-101254-56-1,2024,101254,56,1,1,13,24,41.67
2024-0-101-106624-56-1,2024,106624,56,1,1,20,8,41.67
2024-0-102-106697-58-502,2024,106697,58,502,1,21,17,34.0
2024-0-101-106363-1-1,2024,106363,1,1,1,25,25,33.33
2024-0-101-106379-1-1,2024,106379,1,1,1,26,25,25.0
2024-0-114-42226-1-30,2024,42226,1,30,1,29,39,62.5
2024-0-106-102300-1-25,2024,102300,1,25,1,0,0,21.0
2024-0-106-102300-95-702,2024,102300,95,702,1,31,29,20.0
2024-0-109-102574-54-11,2024,102574,54,11,1,38,36,4.0
2024-0-107-102616-97-2,2024,102616,97,2,0,5,5,15.0
2024-0-107-102616-97-12,2024,102616,97,12,0,5,5,15.0
2024-0-107-102617-54-2,2024,102617,54,2,1,41,31,2.0
2024-0-107-102665-55-2,2024,102665,55,2,0,21,23,12.0
2024-0-109-102601-56-214,2024,102601,56,214,1,21,21,24.0
2024-0-107-102625-80-12,2024,102625,80,12,1,9,9,1.0
2024-0-107-102625-54-2,2024,102625,54,2,1,39,40,2.0
2024-0-107-103240-56-3,2024,103240,56,3,1,18,18,15.0
2024-0-107-103242-56-3,2024,103242,56,3,1,19,20,8.0
2024-0-107-103245-56-2,2024,103245,56,2,1,15,17,3.0
2024-0-110-101510-54-4,2024,101510,54,4,1,0,29,49.5
2024-0-115-102787-55-442,2024,102787,55,442,1,22,19,12.0
2024-0-113-100976-1-73,2024,100976,1,73,1,0,56,21.0
2024-0-108-101132-54-51,2024,101132,54,51,1,50,40,15.0
2024-0-111-102052-69-71,2024,102052,69,71,1,0,77,21.0
2024-0-103-104872-69-321,2024,104872,69,321,1,0,43,21.0
2024-0-103-102824-69-141,2024,102824,69,141,1,0,42,21.0
2024-0-101-106983-54-1,2024,106983,54,1,1,47,51,16.67
2024-0-106-100482-1-51,2024,100482,1,51,1,65,48,22.5
2024-0-106-100482-1-15,2024,100482,1,15,1,0,0,21.0
2024-0-106-102259-95-21,2024,102259,95,21,1,36,29,22.5
2024-0-109-102603-55-214,2024,102603,55,214,1,24,21,12.0
2024-0-109-102603-56-314,2024,102603,56,314,1,24,17,4.0
2024-0-101-100318-1-87,2024,100318,1,87,1,0,0,21.0
2024-0-101-100085-1-1,2024,100085,1,1,1,24,17,41.67
2024-0-101-104246-54-1,2024,104246,54,1,1,52,62,16.67
2024-0-101-104251-1-1,2024,104251,1,1,1,46,39,16.67
2024-0-102-102937-73-748,2024,102937,73,748,0,0,1,18.0
2024-0-108-106742-1-1,2024,106742,1,1,1,52,52,30.0
2024-0-110-101521-81-1,2024,101521,81,1,0,0,30,300.0
2024-0-105-104787-1-7,2024,104787,1,7,1,60,60,15.0
2024-0-102-106709-73-755,2024,106709,73,755,0,0,0,68.0
2024-0-102-106709-73-736,2024,106709,73,736,0,0,1,68.0
2024-0-110-105876-54-1,2024,105876,54,1,1,0,2,49.5
2024-0-101-104213-54-90,2024,104213,54,90,1,0,0,21.0
2024-0-105-43962-1-60,2024,43962,1,60,1,6,18,56.25
2024-0-105-44115-63-1,2024,44115,63,1,1,28,22,150.0
2024-0-105-104972-56-23,2024,104972,56,23,1,25,26,33.0
2024-0-102-102936-75-202,2024,102936,75,202,0,13,12,3.0
2024-0-102-106707-73-223,2024,106707,73,223,0,79,1,68.0
2024-0-108-42228-1-1,2024,42228,1,1,1,20,21,62.5
2024-0-107-102633-56-2,2024,102633,56,2,0,26,22,6.0
2024-0-107-103262-56-2,2024,103262,56,2,1,19,24,2.0
2024-0-102-103592-56-116,2024,103592,56,116,1,21,22,8.0
2024-0-101-44252-56-1,2024,44252,56,1,1,19,17,37.5
2024-0-102-102937-73-751,2024,102937,73,751,0,0,1,18.0
2024-0-102-106697-58-632,2024,106697,58,632,1,19,16,34.0
2024-0-102-102904-73-208,2024,102904,73,208,1,28,1,15.0
2024-0-106-102197-95-32,2024,102197,95,32,1,22,23,20.0
2024-0-106-102197-95-512,2024,102197,95,512,1,30,31,20.0
2024-0-106-102197-1-2,2024,102197,1,2,1,67,69,24.0
2024-0-109-102575-54-42,2024,102575,54,42,1,40,38,20.0
2024-0-107-102620-1-1,2024,102620,1,1,0,71,52,38.0
2024-0-107-102620-56-4,2024,102620,56,4,0,20,17,4.0
2024-0-107-102675-87-2,2024,102675,87,2,0,6,7,4.0
2024-0-101-100749-55-14,2024,100749,55,14,1,0,0,21.0
2024-0-103-106805-55-1,2024,106805,55,1,1,17,18,12.0
2024-0-103-106807-55-1,2024,106807,55,1,1,22,25,7.0
2024-0-103-103274-55-1,2024,103274,55,1,1,6,7,4.0
2024-0-103-103275-1-1,2024,103275,1,1,1,63,61,38.0
2024-0-109-101706-56-111,2024,101706,56,111,1,21,22,28.0
2024-0-107-102624-1-2,2024,102624,1,2,1,51,63,26.0
2024-0-108-104480-54-1,2024,104480,54,1,1,40,17,19.5
2024-0-110-101558-54-90,2024,101558,54,90,1,0,0,21.0
2024-0-105-104751-55-62,2024,104751,55,62,1,16,22,20.0
2024-0-101-100212-54-90,2024,100212,54,90,1,0,0,21.0
2024-0-113-44601-1-1,2024,44601,1,1,1,8,8,21.0
2024-0-113-107546-69-741,2024,107546,69,741,1,0,14,21.0
2024-0-102-102933-54-201,2024,102933,54,201,0,54,48,10.0
2024-0-101-101260-56-14,2024,101260,56,14,1,18,13,33.33
2024-0-114-102307-55-5112,2024,102307,55,5112,1,0,0,21.0
2024-0-114-102307-55-88,2024,102307,55,88,1,0,0,21.0
2024-0-114-102134-54-101,2024,102134,54,101,1,53,55,17.0
2024-0-114-102141-1-20,2024,102141,1,20,1,80,68,32.5
2024-0-114-102386-1-52,2024,102386,1,52,1,84,103,32.5
2024-0-113-100824-1-24,2024,100824,1,24,1,14,33,30.0
2024-0-113-100826-60-242,2024,100826,60,242,1,17,1,5.0
2024-0-107-102615-80-7,2024,102615,80,7,1,11,14,4.0
2024-0-107-102615-80-9,2024,102615,80,9,1,11,14,4.0
2024-0-107-102661-79-3,2024,102661,79,3,1,10,0,4.0
2024-0-107-102661-79-1,2024,102661,79,1,1,10,0,4.0
2024-0-107-104670-76-1,2024,104670,76,1,0,5,5,8.0
2024-0-107-104670-56-4,2024,104670,56,4,0,21,20,10.0
2024-0-102-102937-73-713,2024,102937,73,713,0,0,1,18.0
2024-0-107-103227-55-2,2024,103227,55,2,1,15,15,8.0
2024-0-107-103228-55-1,2024,103228,55,1,0,19,20,23.5
2024-0-103-105044-56-71,2024,105044,56,71,1,0,0,21.0
2024-0-109-45430-63-1,2024,45430,63,1,0,26,29,150.0
2024-0-109-102585-56-113,2024,102585,56,113,1,23,14,12.0
2024-0-101-100727-1-1,2024,100727,1,1,1,17,10,41.67
2024-0-101-100737-1-1,2024,100737,1,1,1,46,37,25.0
2024-0-101-105826-54-12,2024,105826,54,12,1,30,28,25.0
2024-0-110-101357-1-1,2024,101357,1,1,1,0,0,21.0
2024-0-105-104762-61-1,2024,104762,61,1,0,54,40,300.0
2024-0-102-102927-73-725,2024,102927,73,725,0,0,1,14.0
2024-0-102-106729-56-119,2024,106729,56,119,1,19,20,1.5
2024-0-113-101008-56-721,2024,101008,56,721,1,31,29,15.0
2024-0-102-106731-55-106,2024,106731,55,106,1,23,15,10.0
2024-0-102-102985-69-201,2024,102985,69,201,1,0,67,21.0
2024-0-101-100296-56-1,2024,100296,56,1,1,0,35,41.67
2024-0-102-106922-72-503,2024,106922,72,503,1,15,13,15.0
2024-0-102-106922-72-504,2024,106922,72,504,1,15,13,15.0
2024-0-102-101817-1-301,2024,101817,1,301,1,0,0,21.0
2024-0-115-102414-1-21,2024,102414,1,21,1,0,2,21.0
2024-0-115-106935-1-61,2024,106935,1,61,1,0,35,26.0
2024-0-102-102928-55-503,2024,102928,55,503,1,22,22,3.0
2024-0-101-100547-1-1,2024,100547,1,1,1,55,42,33.33
2024-0-101-100548-1-1,2024,100548,1,1,1,57,50,33.33
2024-0-101-104234-54-11,2024,104234,54,11,1,33,31,16.67
2024-0-102-102937-73-733,2024,102937,73,733,0,0,1,18.0
2024-0-102-106705-56-502,2024,106705,56,502,0,22,12,3.0
2024-0-106-102240-95-11,2024,102240,95,11,1,32,39,21.5
2024-0-109-101723-1-1,2024,101723,1,1,1,24,25,24.0
2024-0-109-102593-56-112,2024,102593,56,112,1,21,27,12.0
2024-0-109-102597-1-1,2024,102597,1,1,1,44,26,24.0
2024-0-108-106739-1-1,2024,106739,1,1,1,52,57,45.0
2024-0-110-101520-1-2,2024,101520,1,2,1,0,77,49.5
2024-0-110-101573-54-1,2024,101573,54,1,1,0,51,90.0
2024-0-102-106116-69-101,2024,106116,69,101,0,0,193,21.0
2024-0-102-106729-55-114,2024,106729,55,114,1,19,21,8.0
2024-0-111-106734-69-2,2024,106734,69,2,1,0,85,21.0
2024-0-111-101644-69-62,2024,101644,69,62,0,0,73,21.0
2024-0-102-103487-61-401,2024,103487,61,401,1,0,0,150.0
2024-0-114-42144-63-1,2024,42144,63,1,1,29,30,250.0
2024-0-103-106802-55-1,2024,106802,55,1,1,19,18,6.0
2024-0-110-101425-54-1,2024,101425,54,1,1,0,31,24.75
2024-0-102-102933-58-503,2024,102933,58,503,0,24,22,10.0
2024-0-110-43779-1-1,2024,43779,1,1,1,0,18,56.25
2024-0-103-102842-1-1,2024,102842,1,1,1,0,0,30.0
2024-0-102-106713-73-717,2024,106713,73,717,0,0,1,54.0
2024-0-113-100762-1-14,2024,100762,1,14,1,0,0,21.0
2024-0-103-100091-55-2,2024,100091,55,2,0,25,22,46.0
2024-0-103-100092-1-1,2024,100092,1,1,0,92,98,44.0
2024-0-115-102685-1-51,2024,102685,1,51,1,0,39,35.0
2024-0-115-102772-54-431,2024,102772,54,431,1,39,38,15.0
2024-0-115-102772-1-47,2024,102772,1,47,1,67,71,30.0
2024-0-115-102772-54-411,2024,102772,54,411,1,39,37,15.0
2024-0-115-106046-55-213,2024,106046,55,213,1,26,27,18.0
2024-0-111-105047-56-113,2024,105047,56,113,1,25,26,15.0
2024-0-114-102232-1-70,2024,102232,1,70,1,72,0,21.0
2024-0-114-104651-54-14,2024,104651,54,14,1,21,15,17.0
2024-0-113-42930-1-1,2024,42930,1,1,1,16,21,40.0
2024-0-113-42932-63-1,2024,42932,63,1,1,26,22,375.0
2024-0-113-100841-60-242,2024,100841,60,242,1,13,7,18.0
2024-0-113-100842-1-23,2024,100842,1,23,1,62,68,35.0
2024-0-113-101901-56-531,2024,101901,56,531,0,25,30,2.0
2024-0-113-101906-55-521,2024,101906,55,521,0,20,18,92.0
2024-0-101-106899-1-1,2024,106899,1,1,1,0,0,21.0
2024-0-102-106696-75-664,2024,106696,75,664,1,11,9,2.0
2024-0-111-101680-81-14,2024,101680,81,14,0,65,7,450.0
2024-0-114-102120-1-80,2024,102120,1,80,1,0,0,21.0
2024-0-102-106688-1-101,2024,106688,1,101,1,125,116,6.0
2024-0-102-106104-56-111,2024,106104,56,111,1,20,22,12.0
2024-0-103-106081-54-1,2024,106081,54,1,1,18,15,14.0
2024-0-103-106170-55-1,2024,106170,55,1,1,10,16,12.0
2024-0-111-42956-1-1,2024,42956,1,1,1,20,23,21.0
2024-0-115-102742-54-412,2024,102742,54,412,1,40,32,12.0
2024-0-103-106761-55-1,2024,106761,55,1,1,21,19,4.0
2024-0-103-106761-60-2,2024,106761,60,2,1,21,19,40.0
2024-0-115-102745-54-411,2024,102745,54,411,1,36,36,12.0
2024-0-115-103806-54-431,2024,103806,54,431,1,37,35,15.0
2024-0-115-103807-1-45,2024,103807,1,45,1,83,83,30.0
2024-0-115-103807-54-431,2024,103807,54,431,1,42,41,15.0
2024-0-115-102403-54-212,2024,102403,54,212,1,61,12,15.0
2024-0-115-104525-54-612,2024,104525,54,612,1,28,0,12.0
2024-0-103-106773-55-2,2024,106773,55,2,1,19,18,8.0
2024-0-103-100157-1-2,2024,100157,1,2,0,51,56,45.0
2024-0-102-106717-73-2001,2024,106717,73,2001,0,0,0,90.0
2024-0-102-102927-1-501,2024,102927,1,501,0,71,81,64.0
2024-0-102-102927-73-301,2024,102927,73,301,0,121,112,14.0
2024-0-102-105016-74-501,2024,105016,74,501,0,12,6,4.0
2024-0-102-106099-56-112,2024,106099,56,112,1,20,25,25.0
2024-0-102-106096-55-110,2024,106096,55,110,1,24,26,8.0
2024-0-114-102097-54-201,2024,102097,54,201,1,88,86,17.0
2024-0-114-102097-1-20,2024,102097,1,20,1,88,86,32.5
2024-0-114-102364-1-52,2024,102364,1,52,1,50,67,32.5
2024-0-114-102364-54-52,2024,102364,54,52,1,50,42,17.0
2024-0-110-106409-54-1,2024,106409,54,1,1,0,10,49.5
2024-0-110-106743-1-30,2024,106743,1,30,1,0,0,21.0
2024-0-113-100937-55-441,2024,100937,55,441,1,17,7,12.0
2024-0-113-100937-55-443,2024,100937,55,443,1,17,6,12.0
2024-0-102-106718-73-503,2024,106718,73,503,0,68,5,48.0
2024-0-102-106718-73-506,2024,106718,73,506,0,68,5,48.0
2024-0-101-100412-1-2,2024,100412,1,2,1,46,0,21.0
2024-0-101-100412-60-2,2024,100412,60,2,1,46,0,21.0
2024-0-101-106848-54-1,2024,106848,54,1,1,48,46,16.67
2024-0-114-102329-1-13,2024,102329,1,13,1,0,0,21.0
2024-0-106-100433-95-13,2024,100433,95,13,1,31,30,19.5
2024-0-115-102683-55-312,2024,102683,55,312,1,20,19,30.0
2024-0-115-102742-55-423,2024,102742,55,423,1,20,14,12.0
2024-0-101-100058-81-2,2024,100058,81,2,1,27,15,150.0
2024-0-101-42203-1-1,2024,42203,1,1,1,38,33,93.75
2024-0-101-42500-81-1,2024,42500,81,1,0,12,14,250.0
2024-0-101-100309-54-1,2024,100309,54,1,1,55,61,16.67
2024-0-101-106217-1-1,2024,106217,1,1,1,34,29,33.33
2024-0-101-106242-1-1,2024,106242,1,1,1,20,27,33.33
2024-0-106-100460-95-12,2024,100460,95,12,1,24,23,19.5
2024-0-101-106384-54-1,2024,106384,54,1,1,20,33,8.33
2024-0-102-102937-73-702,2024,102937,73,702,0,0,2,18.0
2024-0-107-104671-76-14,2024,104671,76,14,0,4,4,8.0
2024-0-103-100095-69-621,2024,100095,69,621,1,0,82,21.0
2024-0-102-106125-81-301,2024,106125,81,301,0,0,56,300.0
2024-0-101-41669-68-70,2024,41669,68,70,1,12,0,125.0
2024-0-101-106221-54-1,2024,106221,54,1,1,35,30,16.67
2024-0-106-100458-95-11,2024,100458,95,11,1,25,27,19.5
2024-0-106-100459-95-12,2024,100459,95,12,1,23,23,19.5
2024-0-115-106561-1-71,2024,106561,1,71,1,0,24,26.0
2024-0-102-106718-1-302,2024,106718,1,302,0,0,2,21.0
2024-0-106-100457-1-1,2024,100457,1,1,1,52,68,19.5
2024-0-106-102245-95-22,2024,102245,95,22,1,34,32,21.5
2024-0-106-102252-95-701,2024,102252,95,701,1,34,37,20.0
2024-0-106-102252-95-23,2024,102252,95,23,1,29,27,20.0
2024-0-109-102539-56-112,2024,102539,56,112,1,17,23,12.0
2024-0-109-102544-56-112,2024,102544,56,112,1,17,18,12.0
2024-0-107-102632-55-4,2024,102632,55,4,1,20,17,10.0
2024-0-107-103256-55-1,2024,103256,55,1,1,20,18,14.0
2024-0-600-69502-67-461,2024,69502,67,461,0,0,0,21.0
2024-0-600-69502-67-465,2024,69502,67,465,0,0,0,21.0
2024-0-600-69502-67-467,2024,69502,67,467,0,0,0,21.0
2024-0-600-69501-67-472,2024,69501,67,472,0,0,0,21.0
2024-0-111-102083-69-31,2024,102083,69,31,1,0,58,21.0
2024-0-600-69501-67-411,2024,69501,67,411,0,0,0,21.0
2024-0-600-69501-67-412,2024,69501,67,412,0,0,0,21.0
2024-0-600-69502-67-479,2024,69502,67,479,0,0,0,21.0
2024-0-115-102746-55-414,2024,102746,55,414,1,21,19,12.0
2024-0-115-102746-55-418,2024,102746,55,418,1,21,17,12.0
2024-0-115-102765-55-415,2024,102765,55,415,1,20,19,12.0
2024-0-115-102688-55-315,2024,102688,55,315,1,19,20,12.0
2024-0-115-102746-55-423,2024,102746,55,423,1,21,16,12.0
2024-0-115-102685-55-319,2024,102685,55,319,1,20,17,12.0
2024-0-101-101270-1-87,2024,101270,1,87,1,0,0,21.0
2024-0-113-100953-1-7,2024,100953,1,7,1,0,0,21.0
2024-0-105-104804-81-30,2024,104804,81,30,1,0,13,300.0
2024-0-115-102758-55-425,2024,102758,55,425,1,20,21,12.0
2024-0-107-43758-55-2,2024,43758,55,2,1,20,15,2.0
2024-0-600-68000-67-457,2024,68000,67,457,0,0,0,21.0
2024-0-600-68000-67-461,2024,68000,67,461,0,0,0,21.0
2024-0-600-69502-67-469,2024,69502,67,469,0,0,0,21.0
2024-0-600-69501-67-466,2024,69501,67,466,0,0,0,21.0
2024-0-115-102769-55-423,2024,102769,55,423,1,20,15,12.0
2024-0-115-102775-55-412,2024,102775,55,412,1,21,20,12.0
2024-0-115-102775-55-420,2024,102775,55,420,1,21,15,12.0
2024-0-115-102742-55-413,2024,102742,55,413,1,20,15,12.0
2024-0-115-102746-55-413,2024,102746,55,413,1,21,19,12.0
2024-0-107-45420-56-1,2024,45420,56,1,1,0,22,12.0
2024-0-107-43034-1-1,2024,43034,1,1,1,19,22,54.0
2024-0-113-100779-55-121,2024,100779,55,121,1,19,17,22.0
2024-0-113-100780-55-134,2024,100780,55,134,1,18,17,27.0
2024-0-113-100932-54-422,2024,100932,54,422,1,38,34,15.0
2024-0-103-106794-1-1,2024,106794,1,1,1,0,0,44.0
2024-0-102-106716-73-521,2024,106716,73,521,0,71,2,75.0
2024-0-102-106702-73-311,2024,106702,73,311,0,102,2,15.0
2024-0-102-102936-74-301,2024,102936,74,301,0,9,9,9.0
2024-0-102-103597-1-102,2024,103597,1,102,1,85,123,27.0
2024-0-102-106102-56-110,2024,106102,56,110,1,22,23,4.0
2024-0-114-102308-1-2,2024,102308,1,2,1,87,82,32.5
2024-0-114-40102-55-1,2024,40102,55,1,1,17,4,12.5
2024-0-113-100796-55-122,2024,100796,55,122,1,18,18,12.0
2024-0-111-105045-69-62,2024,105045,69,62,0,0,74,21.0
2024-0-113-100804-55-121,2024,100804,55,121,1,18,18,12.0
2024-0-113-100948-55-431,2024,100948,55,431,1,17,19,20.0
2024-0-113-100960-54-422,2024,100960,54,422,1,39,40,15.0
2024-0-103-101059-1-1,2024,101059,1,1,1,91,88,26.0
2024-0-102-106728-56-113,2024,106728,56,113,1,23,15,8.0
2024-0-103-100115-54-1,2024,100115,54,1,1,21,24,14.0
2024-0-103-103279-55-2,2024,103279,55,2,1,31,28,8.0
2024-0-103-106770-55-4,2024,106770,55,4,1,19,12,12.0
2024-0-111-102027-69-90,2024,102027,69,90,1,0,40,21.0
2024-0-103-106798-69-812,2024,106798,69,812,1,0,76,21.0
2024-0-107-102611-56-3,2024,102611,56,3,1,21,20,2.0
2024-0-102-106716-1-602,2024,106716,1,602,0,0,4,21.0
2024-0-113-100848-56-241,2024,100848,56,241,1,36,24,5.0
2024-0-113-100851-54-211,2024,100851,54,211,1,36,34,7.0
2024-0-113-101915-55-512,2024,101915,55,512,1,21,23,6.0
2024-0-113-101928-55-302,2024,101928,55,302,1,10,12,13.0
2024-0-102-103593-55-117,2024,103593,55,117,1,19,18,8.0
2024-0-102-103593-55-118,2024,103593,55,118,1,19,18,8.0
2024-0-103-104851-1-1,2024,104851,1,1,1,53,52,25.0
2024-0-103-104860-1-1,2024,104860,1,1,1,52,57,25.0
2024-0-103-104860-55-1,2024,104860,55,1,1,27,29,24.0
2024-0-103-106756-55-4,2024,106756,55,4,1,24,21,15.0
2024-0-115-102792-55-432,2024,102792,55,432,1,14,22,24.0
2024-0-103-104891-81-22,2024,104891,81,22,1,0,0,450.0
2024-0-115-106584-1-71,2024,106584,1,71,1,44,44,26.0
2024-0-115-101738-1-1,2024,101738,1,1,1,33,42,26.0
2024-0-115-104345-54-811,2024,104345,54,811,1,31,33,18.0
2024-0-115-102687-55-333,2024,102687,55,333,1,19,25,24.0
2024-0-103-104416-55-1,2024,104416,55,1,1,18,28,24.0
2024-0-103-106414-1-32,2024,106414,1,32,1,52,0,21.0
2024-0-103-106419-55-1,2024,106419,55,1,1,36,0,21.0
2024-0-115-102688-54-311,2024,102688,54,311,1,59,55,12.0
2024-0-115-102776-54-51,2024,102776,54,51,1,0,0,21.0
2024-0-115-106554-55-72,2024,106554,55,72,1,24,25,12.0
2024-0-102-106702-58-632,2024,106702,58,632,1,21,20,4.0
2024-0-103-106797-69-811,2024,106797,69,811,1,0,72,21.0
2024-0-102-106697-1-301,2024,106697,1,301,1,95,107,28.0
2024-0-102-42151-58-101,2024,42151,58,101,1,21,1,12.0
2024-0-111-102005-56-611,2024,102005,56,611,1,49,52,10.0
2024-0-111-106733-55-713,2024,106733,55,713,1,24,26,13.5
2024-0-111-106733-56-622,2024,106733,56,622,1,24,26,26.5
2024-0-111-106733-56-413,2024,106733,56,413,1,20,19,26.5
2024-0-102-102954-55-118,2024,102954,55,118,1,22,22,12.0
2024-0-102-103596-55-102,2024,103596,55,102,1,21,25,9.5
2024-0-111-102083-56-712,2024,102083,56,712,1,30,27,25.0
2024-0-102-106730-55-117,2024,106730,55,117,1,22,17,8.5
2024-0-102-106692-74-682,2024,106692,74,682,0,12,9,1.0
2024-0-102-106692-54-612,2024,106692,54,612,0,35,25,8.0
2024-0-600-68000-67-467,2024,68000,67,467,0,0,0,21.0
2024-0-600-69501-67-434,2024,69501,67,434,0,0,0,21.0
2024-0-600-69502-67-432,2024,69502,67,432,0,0,0,21.0
2024-0-600-69502-67-434,2024,69502,67,434,0,0,0,21.0
2024-0-600-68000-67-474,2024,68000,67,474,0,0,0,21.0
2024-0-102-106707-1-601,2024,106707,1,601,0,0,46,21.0
2024-0-600-69501-67-417,2024,69501,67,417,0,0,0,21.0
2024-0-115-102775-55-413,2024,102775,55,413,1,21,19,12.0
2024-0-115-102775-55-415,2024,102775,55,415,1,21,18,12.0
2024-0-101-100557-1-1,2024,100557,1,1,1,40,31,33.33
2024-0-101-100563-54-1,2024,100563,54,1,1,65,41,16.67
2024-0-101-104252-1-1,2024,104252,1,1,1,48,41,33.33
2024-0-101-100587-54-3,2024,100587,54,3,1,50,21,16.67
2024-0-101-103312-1-10,2024,103312,1,10,1,0,0,21.0
2024-0-101-100720-60-23,2024,100720,60,23,1,17,16,8.33
2024-0-105-104786-55-72,2024,104786,55,72,0,29,29,66.0
2024-0-105-104790-1-7,2024,104790,1,7,1,66,58,15.0
2024-0-102-106709-73-735,2024,106709,73,735,0,0,1,68.0
2024-0-102-103624-1-201,2024,103624,1,201,0,0,0,21.0
2024-0-114-102362-54-22,2024,102362,54,22,1,0,0,21.0
2024-0-105-44117-63-1,2024,44117,63,1,0,19,17,250.0
2024-0-105-104970-56-12,2024,104970,56,12,1,29,30,33.0
2024-0-105-104971-1-2,2024,104971,1,2,1,80,75,15.0
2024-0-101-100380-54-90,2024,100380,54,90,1,0,0,21.0
2024-0-108-42455-1-1,2024,42455,1,1,1,20,0,21.0
2024-0-107-102633-1-2,2024,102633,1,2,0,70,58,62.0
2024-0-107-103264-1-1,2024,103264,1,1,1,88,90,33.0
2024-0-101-43445-1-1,2024,43445,1,1,1,1,6,93.75
2024-0-101-43450-63-1,2024,43450,63,1,1,3,2,750.0
2024-0-101-43854-1-1,2024,43854,1,1,1,9,11,13.0
2024-0-101-44071-1-1,2024,44071,1,1,1,17,0,12.5
2024-0-101-100337-54-2,2024,100337,54,2,1,53,53,16.67
2024-0-102-102904-73-213,2024,102904,73,213,1,28,1,15.0
2024-0-106-102197-1-70,2024,102197,1,70,1,91,98,24.0
2024-0-106-102206-1-2,2024,102206,1,2,1,109,104,43.5
2024-0-106-103952-1-1,2024,103952,1,1,1,50,37,19.5
2024-0-106-103956-1-1,2024,103956,1,1,1,34,12,22.5
2024-0-109-102574-56-111,2024,102574,56,111,1,19,18,12.0
2024-0-109-102574-55-1,2024,102574,55,1,1,151,154,3.0
2024-0-109-102575-54-41,2024,102575,54,41,1,41,39,20.0
2024-0-107-102618-1-2,2024,102618,1,2,1,53,60,12.0
2024-0-111-102059-56-711,2024,102059,56,711,1,23,23,13.0
2024-0-103-106812-55-3,2024,106812,55,3,1,21,22,12.0
2024-0-102-106713-73-732,2024,106713,73,732,0,0,1,54.0
2024-0-113-107538-81-46,2024,107538,81,46,1,0,0,300.0
2024-0-111-103686-81-11,2024,103686,81,11,0,45,2,300.0
2024-0-111-103686-81-12,2024,103686,81,12,0,45,8,300.0
2024-0-102-103630-55-203,2024,103630,55,203,0,24,23,6.0
2024-0-114-104677-54-4,2024,104677,54,4,1,84,58,17.0
